scale factor 	0.500000
class 	 Width 	 Height 	 realDistance 	 Probability
0	79	105	10.800000	0.929181
0	82	109	10.620000	0.912568
0	84	114	10.360000	0.938333
0	85	120	10.100000	0.951367
0	87	125	9.930000	0.959313
0	91	131	9.680000	0.977869
0	92	137	9.440000	0.963115
0	96	144	9.120000	0.918346
0	99	148	8.960000	0.900052
0	103	157	8.730000	0.887103
0	102	164	8.420000	0.879487
0	108	169	8.200000	0.832686
0	108	177	7.980000	0.816019
0	113	183	7.760000	0.774169
0	116	190	7.480000	0.619231
0	119	196	7.200000	0.606667
0	123	206	6.860000	0.587736
0	126	213	6.730000	0.567924
0	129	222	6.400000	0.556075
0	133	229	6.140000	0.529907
0	138	235	5.950000	0.505556
2	141	244	5.650000	0.486111
0	116	151	3.140000	0.939258
0	74	95	11.250000	0.928110
0	117	145	2.990000	0.946964
0	74	96	11.250000	0.924662
0	115	139	2.850000	0.981679
0	74	95	11.250000	0.928110
0	121	133	2.710000	0.958898
0	74	95	11.250000	0.928110
0	124	127	2.570000	0.936057
0	74	95	11.250000	0.928110
0	126	121	2.430000	0.914655
0	74	95	11.250000	0.928110
0	129	114	2.250000	0.880643
0	74	95	11.250000	0.928110
0	129	107	2.110000	0.862905
0	74	95	11.250000	0.928110
0	127	100	1.940000	0.865735
0	74	95	11.250000	0.928110
0	136	94	1.810000	0.798355
0	74	95	11.250000	0.928110
0	123	78	1.470000	0.844966
0	74	95	11.250000	0.928110
0	108	70	1.300000	0.844828
0	74	95	11.250000	0.928110
0	104	62	1.140000	0.817138
0	74	95	11.250000	0.928110
0	96	53	0.980000	0.841382
0	74	95	11.250000	0.928110
0	94	45	0.820000	0.804519
0	74	95	11.250000	0.928110
0	74	95	11.250000	0.928110
0	74	95	11.250000	0.928110
0	74	95	11.250000	0.928110
0	74	95	11.250000	0.928110
0	74	95	11.250000	0.928110
0	74	95	11.250000	0.928110
0	74	95	11.250000	0.928110
0	74	95	11.250000	0.928110
