scale factor 	0.750000
class 	 Width 	 Height 	 realDistance 	 Probability
1	12	18	136.600000	1.000000
1	12	19	136.600000	1.000000
1	12	19	136.600000	1.000000
1	13	20	136.560000	1.000000
2	13	19	138.240000	1.000000
1	13	20	136.560000	1.000000
1	13	20	136.560000	1.000000
2	13	18	136.560000	1.000000
2	14	19	136.560000	1.000000
2	14	19	136.560000	1.000000
2	14	19	136.560000	1.000000
2	14	19	136.560000	1.000000
2	15	19	136.520000	1.000000
2	15	19	136.520000	1.000000
2	15	19	136.520000	1.000000
2	15	19	136.520000	1.000000
2	15	19	136.520000	1.000000
2	16	19	136.520000	1.000000
2	16	19	136.520000	1.000000
2	16	19	136.520000	1.000000
2	17	19	136.480000	0.953757
2	17	19	136.480000	0.953757
0	18	19	136.480000	0.883333
2	17	19	136.480000	0.953757
2	17	19	136.480000	0.953757
0	19	19	136.440000	0.916667
0	18	19	136.480000	0.883333
0	19	19	136.440000	0.916667
0	19	19	136.440000	0.916667
0	18	18	134.800000	0.900000
0	18	18	134.800000	0.900000
2	17	18	134.760000	0.947158
2	17	19	134.760000	0.953757
2	16	19	134.760000	1.000000
2	17	19	134.730000	0.953757
1	11	19	134.610000	1.000000
1	10	18	134.610000	1.000000
1	10	18	134.610000	1.000000
1	10	18	134.610000	1.000000
1	10	19	134.610000	1.000000
1	10	19	134.610000	1.000000
1	10	18	134.610000	1.000000
1	10	18	134.580000	1.000000
1	10	18	134.580000	1.000000
1	10	18	134.580000	1.000000
1	10	18	134.580000	1.000000
1	9	18	134.540000	1.000000
1	9	18	134.540000	1.000000
1	9	18	134.540000	1.000000
1	9	18	134.540000	1.000000
1	10	18	134.540000	1.000000
1	10	18	134.540000	1.000000
1	10	18	134.540000	1.000000
1	11	18	134.540000	1.000000
1	10	18	134.540000	1.000000
1	11	18	134.500000	1.000000
1	10	19	134.500000	1.000000
1	11	19	134.500000	1.000000
1	10	19	134.500000	1.000000
1	10	19	134.500000	1.000000
1	9	19	134.460000	1.000000
1	11	18	132.870000	1.000000
1	10	19	134.460000	1.000000
2	8	7	29.130000	0.149398
1	10	19	134.460000	1.000000
2	8	7	28.100000	0.147955
2	7	7	29.130000	0.160741
1	10	19	134.460000	1.000000
1	10	19	134.460000	1.000000
1	10	19	134.460000	1.000000
1	10	20	132.870000	1.000000
1	10	20	132.870000	1.000000
1	10	20	132.870000	1.000000
1	10	20	132.870000	1.000000
1	9	20	132.830000	1.000000
1	9	18	132.830000	1.000000
1	9	18	132.830000	1.000000
1	9	18	132.830000	1.000000
1	9	15	131.270000	1.000000
1	9	15	131.270000	1.000000
1	9	15	131.270000	1.000000
1	8	14	129.730000	1.000000
1	8	14	129.730000	1.000000
2	10	11	132.870000	0.733950
2	9	9	132.870000	0.563445
2	9	8	131.300000	0.447972
2	10	14	134.500000	1.000000
2	7	9	132.830000	0.669328
2	7	8	131.270000	0.526984
2	7	8	126.760000	0.496842
2	10	12	131.340000	0.817143
2	7	7	142.990000	0.488205
2	7	7	137.720000	0.456250
2	8	8	129.870000	0.482540
2	9	7	129.840000	0.416667
2	11	13	132.940000	0.911192
2	10	12	132.980000	0.850084
1	9	14	132.980000	1.000000
1	10	16	131.410000	1.000000
1	10	18	131.410000	1.000000
1	10	19	133.010000	1.000000
1	9	19	133.010000	1.000000
1	9	20	131.450000	1.000000
1	11	19	131.450000	1.000000
1	11	20	131.450000	1.000000
1	9	19	133.050000	1.000000
1	11	20	131.480000	1.000000
1	11	20	131.480000	1.000000
1	11	20	131.480000	1.000000
1	11	20	131.480000	1.000000
1	11	20	131.520000	1.000000
1	11	19	131.520000	1.000000
1	11	19	131.520000	1.000000
1	10	19	131.550000	1.000000
1	10	20	131.550000	1.000000
1	11	20	131.550000	1.000000
1	12	21	133.160000	1.000000
1	9	20	131.590000	1.000000
1	10	20	131.630000	1.000000
1	10	21	131.630000	1.000000
1	10	20	130.090000	1.000000
1	10	20	130.120000	1.000000
1	10	20	130.120000	1.000000
1	10	18	130.120000	1.000000
1	10	19	131.660000	1.000000
1	10	19	131.700000	1.000000
1	10	19	131.700000	1.000000
1	10	19	130.160000	1.000000
1	11	19	131.700000	1.000000
1	10	19	131.730000	1.000000
1	10	19	131.730000	1.000000
1	10	19	131.770000	1.000000
1	11	20	131.730000	1.000000
1	10	20	131.810000	1.000000
2	10	14	125.820000	1.000000
1	11	19	130.260000	1.000000
1	12	20	130.300000	1.000000
1	11	19	130.300000	1.000000
1	11	20	130.300000	1.000000
1	11	18	130.300000	1.000000
1	10	18	130.330000	1.000000
1	11	20	130.330000	1.000000
1	11	19	130.330000	1.000000
1	11	19	130.330000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	10	18	128.850000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	10	18	128.850000	1.000000
1	10	19	128.850000	1.000000
1	10	19	128.850000	1.000000
1	10	19	128.850000	1.000000
1	10	18	128.850000	1.000000
1	10	18	128.850000	1.000000
1	10	18	128.850000	1.000000
1	10	19	130.370000	1.000000
1	10	19	130.370000	1.000000
1	11	19	130.330000	1.000000
1	10	17	131.880000	1.000000
2	9	12	133.460000	0.915966
1	9	18	128.820000	1.000000
1	10	20	128.820000	1.000000
1	10	20	128.780000	1.000000
1	10	16	127.300000	1.000000
1	10	16	127.300000	1.000000
1	9	18	128.750000	1.000000
1	8	17	128.750000	1.000000
2	9	13	128.720000	1.000000
1	11	17	127.270000	1.000000
1	10	18	128.750000	1.000000
1	8	14	125.820000	1.000000
1	11	19	130.230000	1.000000
